comments,disposition,incident,location,occurred,predicted_incident,reported,reported_date,season,ucpd_id,validated_address,validated_location
Information relating to a hit & run traffic crash,Closed,Information,4543 S. Greenwood Ave. (Public Way),11/1/25 2:18 PM,Attempted Aggravated Robbery / Cyberstalking,2025-11-01 14:18:00-05:00,2025-11-01,Fall,25-01451,"4543 S Greenwood Ave, Chicago, Il, 60653",[ 41.81246753 -87.59924589]
Minor Damage to UC owned vehicle documented,Closed,Non-Criminal Damage,5730 S. Ellis Ave. (Public Way),10/28/25 8:00 PM,,2025-11-01 07:15:00-05:00,2025-11-01,Fall,25-01450,"5730 S Ellis Ave, Chicago, Il, 60637",[ 41.79080003 -87.60136349]
An underage individual became ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,5500 S. University Ave. (Campus North RH),11/1/25 1:26 AM,,2025-11-01 01:26:00-05:00,2025-11-01,Fall,25-01449,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ]
An underage individual became ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,1414 E. 59th St. (I-House),11/1/25 1:01 AM,,2025-11-01 01:01:00-05:00,2025-11-01,Fall,25-01447,"1414 E 59th St, Chicago, Il, 60637",[ 41.78791518 -87.59109314]
Patient's property taken by unknown person(s),Open,Theft,5656 S. Maryland Ave. (UCMED),10/30/25 to 11/1/25 11:20 PM to 12:00 AM,,2025-11-01 01:00:00-05:00,2025-11-01,Fall,25-01448,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
An underage person became ill after consuming alcoholic beverages / Medical assistance declined,Referred,Liquor Law Violation,5500 S. University Ave. (Campus North RH),11/1/25 12:29 AM,,2025-11-01 00:29:00-05:00,2025-11-01,Fall,25-01446,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ]
An underage individual became ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,5630 S. University Ave. (Public Way),10/31/25 11:22 PM,,2025-10-31 23:22:00-05:00,2025-10-31,Fall,25-01445,"5630 S University Ave, Chicago, Il, 60637",[ 41.79266737 -87.59818173]
An underage individual became ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,5700 S. Blackstone Ave. (Public Way),10/31/25 11:01 PM,,2025-10-31 23:01:00-05:00,2025-10-31,Fall,25-01444,"5700 S Blackstone Ave, Chicago, Il, 60637",[ 41.79145183 -87.59032871]
An underage individual became ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,6031 S. Ellis Ave. (Granville-Grossman RH),10/31/25 10:29 PM,,2025-10-31 22:29:00-05:00,2025-10-31,Fall,25-01443,"6031 S Ellis Ave, Chicago, Il, 60637",[ 41.78535247 -87.60110174]
A Motorist opened door into traffic striking a bicyclist / Victim declined medical attention at the time,Closed,Traffic Crash / Minor Injury,1100 E. 57th St. (Public Way),10/31/25 6:18 PM,,2025-10-31 18:20:00-05:00,2025-10-31,Fall,25-01442,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254]
An unauthorized subject was given written warning of trespass to UC property,Closed,Information / Trespass Warning,5530 S. Ellis Ave. (Ratner AC),10/31/25 4:20 PM,,2025-10-31 16:20:00-05:00,2025-10-31,Fall,25-01441,"5530 S Ellis Ave, Chicago, Il, 60637",[ 41.79444356 -87.60144801]
A driver's license was found and turned over to UCPD / Owner notified,Closed,Found Property,6100 S. Drexel Ave. (Public Way),10/31/25 10:08 AM,,2025-10-31 10:08:00-05:00,2025-10-31,Fall,25-01437,"6100 S Drexel Ave, Chicago, Il, 60637",[ 41.78311745 -87.60444617]
Unknown vehicle struck parked vehicle and fled,Open,Traffic Crash / Property Damage / Hit and Run,929 E. 57th St. (Public Way),10/30/25 to 10/31/25 12:00 PM to 9:10 AM,,2025-10-31 09:13:00-05:00,2025-10-31,Fall,25-01438,"929 E 57th St, Chicago, Il, 60637",[ 41.79131786 -87.6030103 ]
"Unattended, unsecured iPad and Apple Pencil taken",Open,Theft,1115 E. 58th St. (Rosenwald Hall),10/30/25 6:00 PM to 7:20 PM,,2025-10-30 19:58:00-05:00,2025-10-30,Fall,25-01435,"1115 E 58th St, Chicago, Il, 60637",[ 41.78954358 -87.59832125]
A person in need of medical attention was transported to UCMED by CFD EMS,Closed,Medical Call,1201 E. 60th St. (Rubenstein Forum),10/30/25 5:23 PM,,2025-10-30 17:23:00-05:00,2025-10-30,Fall,25-01434,"1201 E 60th St, Chicago, Il, 60637",[ 41.78596907 -87.59623991]
An unauthorized person was given a trespass warning and escorted off the premises,Closed,Information / Trespass Warning,1452 E. 53rd St. (Polsky Exchange),10/30/25 5:18 PM,,2025-10-30 17:18:00-05:00,2025-10-30,Fall,25-01433,"1452 E 53rd St, Chicago, Il, 60615",[ 41.79958645 -87.59031124]
A person became ill but declined medical attention from CFD EMS,Closed,Medical Call,5747 S. Ellis Ave. (Jones Lab),10/30/25 4:15 PM,,2025-10-30 16:15:00-05:00,2025-10-30,Fall,25-01432,"5747 S Ellis Ave, Chicago, Il, 60637",[ 41.79051653 -87.60120377]
"Credit and debit cards taken from an unattended, unsecured wallet left on a desk",Open,Theft,860 E. 59th St. (Goldblatt),10/30/25 11:45 AM to 11:50 AM,,2025-10-30 15:31:00-05:00,2025-10-30,Fall,25-01431,"860 E 59th St, Chicago, Il, 60637",[ 41.78777846 -87.60375147]
Computer equipment taken from cabinet in office,Open,Theft,860 E. 59th St. (Goldblatt),10/20/25 to 10/29/25 8:00 AM to 10:10 AM,,2025-10-30 11:03:00-05:00,2025-10-30,Fall,25-01430,"860 E 59th St, Chicago, Il, 60637",[ 41.78777846 -87.60375147]
An unknown subject forcibly entered a parked work vehicle and took tools,Open,Theft from Motor Vehicle,6000 S. Stony Island Ave. (Parking Lot),10/30/25 10:49 AM,,2025-10-30 10:49:00-05:00,2025-10-30,Fall,25-01429,"6000 S Stony Island Ave, Chicago, Il, 60637",[ 41.78550276 -87.58665661]
UCPD officers arrested a subject for an active warrant from the Cook County Sheriff's Office,Arrest,Warrant Arrest,1554 E. 55th St. (Walgreens),10/29/25 10:12 PM,,2025-10-29 22:13:00-05:00,2025-10-29,Fall,25-01428,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),10/29/25 5:30 PM,,2025-10-29 17:31:00-05:00,2025-10-29,Fall,2025-058823,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
Lost ID card documented,Closed,Lost Property,6054 S. Drexel Ave.,10/24/25 3:30 PM to 4:00 PM,,2025-10-29 16:45:00-05:00,2025-10-29,Fall,25-01426,"6054 S Drexel Ave, Chicago, Il, 60637",[ 41.78450123 -87.60447514]
"Credit cards taken from victim's unattended, unsecured purse",Open,Theft,929 E. 57th St. (Gordon Center),10/28/25 to 10/29/25 10:00 AM to 4:20 PM,,2025-10-29 16:23:00-05:00,2025-10-29,Fall,25-01427,"929 E 57th St, Chicago, Il, 60637",[ 41.79131786 -87.6030103 ]
A person took merchandise from the off-campus store without paying / UCPD officer located and arrested suspect,Arrest,Theft,1554 E. 55th St. (Walgreens),10/29/25 3:31 PM,,2025-10-29 15:31:00-05:00,2025-10-29,Fall,25-01425,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574]
3 subjects solicited victim for a contribution / Victim's credit card used for excessive funds / Referred to CPD,Referred,Information / Deceptive Practice,1330 E. 56th St. (Public Way),10/29/25 10:30 AM,,2025-10-29 11:41:00-05:00,2025-10-29,Fall,2025-058779,"1330 E 56th St, Chicago, Il, 60637",[ 41.79335845 -87.59370369]
Two unknown suspects attempted to take property from a victim walking on the sidewalk off-campus / Referred to CPD,Referred,Information / Attempted Robbery,5801 S. Stony Island Ave. (Public Way),10/28/25 10:45 PM,,2025-10-28 22:49:00-05:00,2025-10-28,Fall,2025-058664,"5801 S Stony Island Ave, Chicago, Il, 60649",[ 41.78970379 -87.58659721]
Cell phone found in rideshare vehicle turned over to UCPD for safekeeping,Closed,Found Property,850 E. 61st St. (UCPD HQ),10/28/25 8:05 PM,,2025-10-28 21:30:00-05:00,2025-10-28,Fall,25-01424,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
Unknown person took an unattended pet dog from the sidewalk off-campus / Referred to CPD,Referred,Information / Theft,1658 E. 55th St. (Public Way),10/28/25 8:50 PM,,2025-10-28 21:13:00-05:00,2025-10-28,Fall,2025-058640,"1658 E 55th St, Chicago, Il, 60615",[ 41.79527285 -87.58520495]
Secured electric bicycle taken from bike rack,Open,Theft,5730 S. Ellis Ave. (Crerar Library Bike Rack),10/28/25 1:15 PM to 7:00 PM,,2025-10-28 19:15:00-05:00,2025-10-28,Fall,25-01423,"5730 S Ellis Ave, Chicago, Il, 60637",[ 41.79080003 -87.60136349]
3 unknown suspects attempted to take cash from victim using victim's cell phone in solicitation scam / Referred to CPD,Referred,Information / Attempted Deceptive Practice,1526 E. 55th St. (S. Hyde Park Blvd. Shopping Center),10/28/25 2:50 PM,,2025-10-28 14:55:00-05:00,2025-10-28,Fall,2025-058562,"1526 E 55th St, Chicago, Il, 60615",[ 41.79545686 -87.58927653]
Minor damage to UC owned vehicle documented,Closed,Information / Damage to Vehicle,850 E. 61st St. (UCPD HQ),10/20/25 to 10/28/25 6:30 PM to 12:45 PM,,2025-10-28 12:52:00-05:00,2025-10-28,Fall,25-01422,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
Secured bicycle taken from bike rack,Open,Theft,1116 E. 59th St. (S. Harper Ave. Library Bike Rack),10/24/25 to 10/28/25 5:00 PM to 8:00 AM,,2025-10-28 11:58:00-05:00,2025-10-28,Fall,25-01421,"1116 E 59th St, Chicago, Il, 60637",[ 41.78782808 -87.59934635]
Sunroof shattered and steering column damaged in 2015 Infiniti parked on the street,Open,Criminal Damage to Vehicle,5611 S. Cottage Grove Ave. (Public Way),10/28/25 5:50 AM to 11:00 AM,,2025-10-28 11:35:00-05:00,2025-10-28,Fall,25-01420,"5611 S Cottage Grove Ave, Chicago, Il, 60637",[ 41.79292518 -87.60611012]
Lost property documented,Closed,Lost Property,850 E. 61st St. (UCPD HQ),10/23/25 to 10/28/25 10:00 AM to 8:20 AM,,2025-10-28 08:36:00-05:00,2025-10-28,Fall,25-01419,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
Suspicious person street stop documented,Closed,Information,1418 E. 53rd St. (Parking Lot),10/28/25 6:45 AM,,2025-10-28 06:52:00-05:00,2025-10-28,Fall,25-01418,"1418 E 53rd St, Chicago, Il, 60615",[ 41.79956926 -87.59144614]
A person was stuck in a room after a key broke in the deadbolt lock / CFD responded and gained entry / Person declined medical attention,Closed,Information,5757 S. University Ave. (Saieh Hall),10/27/25 3:24 PM to 5:24 PM,,2025-10-27 17:25:00-05:00,2025-10-27,Fall,25-01417,"5757 S University Ave, Chicago, Il, 60637",[ 41.79039937 -87.59797476]
Death investigation documented / CPD case JJ467395,CPD,Information / Death Investigation,1156 E. 61st St. (S. Woodlawn Ave. RC),10/27/25 3:00 PM,,2025-10-27 15:55:00-05:00,2025-10-27,Fall,25-01416,"1156 E 61st St, Chicago, Il, 60637",[ 41.78420791 -87.5974474 ]
Unknown subjects soliciting donations used victim's phone to withdraw funds from the victim's account / Referred to CPD,Referred,Information / Deceptive Practice,1526 E. 55th St. (S. Hyde Park Blvd. Shopping Center),10/27/25 3:00 PM,,2025-10-27 15:11:00-05:00,2025-10-27,Fall,2025-058328,"1526 E 55th St, Chicago, Il, 60615",[ 41.79545686 -87.58927653]
Patient's property taken from room,Open,Theft,5700 S. Maryland Ave. (CCD),10/24/25 2:30 PM to 10:30 PM,,2025-10-27 14:44:00-05:00,2025-10-27,Fall,25-01415,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
Leather seats on several chairs were damaged,Open,Damage to Property,5706 S. University Ave. (Reynolds Club),10/24/25 to 10/27/25 5:00 PM to 7:00 AM,,2025-10-27 12:45:00-05:00,2025-10-27,Fall,25-01413,"5706 S University Ave, Chicago, Il, 60637",[ 41.79126654 -87.59814716]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),10/27/25 12:30 PM,,2025-10-27 12:32:00-05:00,2025-10-27,Fall,2025-058303,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574]
A person was transported to UCMED by CFD EMS for evaluation,Closed,Medical Transport,1009 E. 57th St. (Hitchcock Hall),10/27/25 12:25 PM,,2025-10-27 12:29:00-05:00,2025-10-27,Fall,25-01414,"1009 E 57th St, Chicago, Il, 60637",[ 41.79133942 -87.60104438]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),10/27/25 10:00 AM,,2025-10-27 10:05:00-05:00,2025-10-27,Fall,2025-058281,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574]
Information of suspicious persons both on and off campus documented,Closed,Information,1101 E. 57th St. (Zoology),10/26/25 3:30 PM,Attempted Armed Robbery,2025-10-26 15:31:00-05:00,2025-10-26,Fall,25-01412,"1101 E 57th St, Chicago, Il, 60637",[ 41.7913596 -87.598996 ]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1550 E. 55th St. (La Boulangerie),10/26/25 2:40 PM,,2025-10-26 14:44:00-05:00,2025-10-26,Fall,2025-058123,"1550 W 55th St, Chicago, Il, 60609",[ 41.79409803 -87.66376339]
A vehicle reported stolen to CPD was found parked and unoccupied by UCPD officer / Owners notified,Closed,Motor Vehicle Recovery,5505 S. Ellis Ave. (Parking Structure),10/26/25 11:45 AM,,2025-10-26 11:45:00-05:00,2025-10-26,Fall,25-01411,"5505 S Ellis Ave, Chicago, Il, 60637",[ 41.79483054 -87.60129259]
Unknown suspects struck off-campus ATM with sledgehammers before fleeing the scene in two vehicles / CPD case JJ465763,CPD,Information / Damage to Property,"1354 E. 55th St. St, (BankFinancial)",10/26/25 9:05 AM,,2025-10-26 09:08:00-05:00,2025-10-26,Fall,2025-058055,"1354 E 55th St, Chicago, Il, 60615",[ 41.79516745 -87.59347688]
"During a confrontation, a visitor grabbed a UCM staff member / Victim declined to sign complaint",Ex. Cleared,Battery,5656 S. Maryland Ave. (UCMED),10/26/25 3:10 AM,,2025-10-26 03:10:00-05:00,2025-10-26,Fall,25-01408,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
Minor damage to UC owned vehicle documented,Closed,Information,5700 S. Lake Shore Dr. (Public Way),10/26/25 2:56 AM,,2025-10-26 02:56:00-05:00,2025-10-26,Fall,25-01410,"5700 S Lake Shore Dr, Chicago, Il, 60637",[ 41.79168654 -87.58028186]
Vehicle pursuit documented,Open,Other Vehicle Offense / Aggravated Fleeing and Eluding,5400 S. Harper Ave. (Public Way),10/26/25 2:37 AM,,2025-10-26 02:45:00-05:00,2025-10-26,Fall,25-01409,"5400 S Harper Ave, Chicago, Il, 60615",[ 41.79802222 -87.58913225]
A person in need of medical care was transported to UCMED,Closed,Medical Call,840 E. 59th St. (Student Wellness),10/25/25 4:36 PM,,2025-10-25 16:36:00-05:00,2025-10-25,Fall,25-01407,"840 E 59th St, Chicago, Il, 60637",[ 41.78777742 -87.60410742]
A person was trapped in an elevator between floors / CFD arrived and freed the occupant,Closed,Information,5630 S. University Ave. (Max Palevsky RC),10/25/25 2:20 PM,,2025-10-25 14:21:00-05:00,2025-10-25,Fall,25-01406,"5630 S University Ave, Chicago, Il, 60637",[ 41.79266737 -87.59818173]
Ida Noyes staff turned over several keys that were found during a period of months / Inventoried for safekeeping,Closed,Found Property,1212 E. 59th St. (Ida Noyes),10/25/25 11:43 AM,,2025-10-25 11:43:00-05:00,2025-10-25,Fall,25-01404,"1212 E 59th St, Chicago, Il, 60637",[ 41.78786653 -87.59611988]
"During a domestic argument off-campus, an ex-boyfriend physically assaulted victim before fleeing / CPD case JJ464620",CPD,Information / Domestic Battery,6100 S. Woodlawn Ave. (Public Way),10/25/25 8:25 AM,,2025-10-25 08:30:00-05:00,2025-10-25,Fall,2025-057787,"6100 S Woodlawn Ave, Chicago, Il, 60637",[ 41.78410781 -87.59636316]
An underage individual became ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,5630 S. University Ave. (Max Palevsky RC),10/25/25 2:24 AM,,2025-10-25 02:24:00-05:00,2025-10-25,Fall,25-01403,"5630 S University Ave, Chicago, Il, 60637",[ 41.79266737 -87.59818173]
An underage individual became ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,5345 S. University Ave. (Public Way),10/25/25 1:41 AM,,2025-10-25 01:41:00-05:00,2025-10-25,Fall,25-01402,"5345 S University Ave, Chicago, Il, 60615",[ 41.79877556 -87.59808442]
An underage individual became ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,5500 S. University Ave. (Campus North RH),10/25/25 1:12 AM,,2025-10-25 01:14:00-05:00,2025-10-25,Fall,25-01401,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ]
An unknown subject unlawfully discharged a firearm off-campus / No injuries or property damage reported CPD case JJ464440,CPD,Information / Unlawful Discharge of a Firearm,3992 S. Lake Park Ave. (Public Way),10/25/25 1:10 AM,,2025-10-25 01:12:00-05:00,2025-10-25,Fall,2025-057721,"3992 S Lake Park Ave, Chicago, Il, 60653",[ 41.82260267 -87.60247858]
An underage individual became ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,1156 E. 61st St. (S. Woodlawn Ave. RC),10/25/25 12:50 AM,,2025-10-25 00:50:00-05:00,2025-10-25,Fall,25-01400,"1156 E 61st St, Chicago, Il, 60637",[ 41.78420791 -87.5974474 ]
Two sets of keys found in rideshare vehicle were turned over to UCPD for safekeeping,Closed,Found Property,850 E. 61st St. (UCPD HQ),10/24/25 7:24 PM,,2025-10-24 20:06:00-05:00,2025-10-24,Fall,25-01399,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
Unsecured bicycle taken from bike rack off-campus / Referred to CPD,Referred,Information / Theft,1369 E. 53rd St. (Public Way),10/24/25 3:30 PM to 5:30 PM,,2025-10-24 18:19:00-05:00,2025-10-24,Fall,2025-057587,"1369 E 53rd St, Chicago, Il, 60615",[ 41.79944486 -87.59241986]
Information regarding a patient using a recording device was documented,Closed,Information,5700 S. Maryland Ave. (CCD),10/24/25 4:24 PM,,2025-10-24 16:24:00-05:00,2025-10-24,Fall,25-01398,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),10/24/25 3:48 PM,,2025-10-24 15:49:00-05:00,2025-10-24,Fall,2025-057562,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574]
"Credit cards taken from unsecured, unattended wallets left in work area / Subsequent unauthorized use of bank cards reported",Open,Theft,5815 S. Maryland Ave. (Mitchell Hospital),10/24/25 12:30 PM to 2:30 PM,,2025-10-24 15:27:00-05:00,2025-10-24,Fall,25-01396,"5815 S Maryland Ave, Chicago, Il, 60637",[ 41.78922352 -87.60487504]
